Nome,Tipologia,Denominazione,Descrizione,Valore minimo,Valore massimo,Materia prima,Regione,Province,Città
Vino 'Bergamasca' Bianco Vitigno A Bacca Bianca Classificato Per La Regione,vino 'Bianco Vitigno A Bacca Bianca Classificato Per La Regione',IGT vino 'Bergamasca',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Un Vitigno A Bacca Bianca Ammesso E Classificato Per La Regione': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Un Vitigno A Bacca Bianca Ammesso E Classificato Per La Regione'",Valle d'Aosta,Provincia di Agrigento,"Adda (river), Alzano Lombardo, Costa di Mezzate, Gorle, Grone"
Vino 'Bergamasca' Rosso Moscato,vino 'Rosso Moscato',IGT vino 'Bergamasca',Vitigno 'Moscato Di Scanzo': 100%,,,Vitigno 'Moscato Di Scanzo',Lombardia,"Provincia di Bergamo, Provincia di Bergamo","Adrara San Rocco, Almenno San Bartolomeo, Ambivere, Bagnatica, Barzana, Bergamo, Berzo San Fermo, Bolgare, Bonate Sopra, Borgo di Terzo, Bossico, Brembate di Sopra, Brusaporto, Caprino Bergamasco, Carobbio degli Angeli, Carvico, Casazza, Castelli Calepio, Cenate Sopra, Cenate Sotto, Chiuduno, Cisano Bergamasco, Costa Volpino, Credaro, Curno, Endine Gaiano, Entratico, Fonteno, Foresto Sparso, Gandosso, Gorlago, Grumello del Monte, Lovere, Luzzana, Mapello, Monasterolo del Castello, Montello, Lombardy, Nembro, Paladina, Palazzago, Parzanica, Pedrengo, Pianico, Ponteranica, Pontida, Pradalunga, Predore, Presezzo, Ranica, Riva di Solto, Rogno, Sarnico, Scanzorosciate, Seriate, Solto Collina, Sorisole, Sotto il Monte Giovanni XXIII, Sovere, Tavernola Bergamasca, Telgate, Torre Boldone, Trescore Balneario, Viadanica, Vigolo, Villa di Serio, Villongo, Zandobbio"
Vino 'Bergamasca' Rosso Moscato,vino 'Rosso Moscato',IGT vino 'Bergamasca',Vitigno 'Moscato Di Scanzo': 100%,,,Vitigno 'Moscato Di Scanzo',Valle d'Aosta,Provincia di Agrigento,"Adda (river), Alzano Lombardo, Costa di Mezzate, Gorle, Grone"
Vino 'Bergamasca' Bianco,vino 'Bianco',IGT vino 'Bergamasca',Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per La Regione': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per La Regione',Lombardia,"Provincia di Bergamo, Provincia di Bergamo","Adrara San Rocco, Almenno San Bartolomeo, Ambivere, Bagnatica, Barzana, Bergamo, Berzo San Fermo, Bolgare, Bonate Sopra, Borgo di Terzo, Bossico, Brembate di Sopra, Brusaporto, Caprino Bergamasco, Carobbio degli Angeli, Carvico, Casazza, Castelli Calepio, Cenate Sopra, Cenate Sotto, Chiuduno, Cisano Bergamasco, Costa Volpino, Credaro, Curno, Endine Gaiano, Entratico, Fonteno, Foresto Sparso, Gandosso, Gorlago, Grumello del Monte, Lovere, Luzzana, Mapello, Monasterolo del Castello, Montello, Lombardy, Nembro, Paladina, Palazzago, Parzanica, Pedrengo, Pianico, Ponteranica, Pontida, Pradalunga, Predore, Presezzo, Ranica, Riva di Solto, Rogno, Sarnico, Scanzorosciate, Seriate, Solto Collina, Sorisole, Sotto il Monte Giovanni XXIII, Sovere, Tavernola Bergamasca, Telgate, Torre Boldone, Trescore Balneario, Viadanica, Vigolo, Villa di Serio, Villongo, Zandobbio"
Vino 'Bergamasca' Bianco,vino 'Bianco',IGT vino 'Bergamasca',Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per La Regione': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per La Regione',Valle d'Aosta,Provincia di Agrigento,"Adda (river), Alzano Lombardo, Costa di Mezzate, Gorle, Grone"
Vino 'Bergamasca' Rosso Moscato Amabile,vino 'Rosso Moscato Amabile',IGT vino 'Bergamasca',Vitigno 'Moscato Di Scanzo': 100%,,,Vitigno 'Moscato Di Scanzo',Lombardia,"Provincia di Bergamo, Provincia di Bergamo","Adrara San Rocco, Almenno San Bartolomeo, Ambivere, Bagnatica, Barzana, Bergamo, Berzo San Fermo, Bolgare, Bonate Sopra, Borgo di Terzo, Bossico, Brembate di Sopra, Brusaporto, Caprino Bergamasco, Carobbio degli Angeli, Carvico, Casazza, Castelli Calepio, Cenate Sopra, Cenate Sotto, Chiuduno, Cisano Bergamasco, Costa Volpino, Credaro, Curno, Endine Gaiano, Entratico, Fonteno, Foresto Sparso, Gandosso, Gorlago, Grumello del Monte, Lovere, Luzzana, Mapello, Monasterolo del Castello, Montello, Lombardy, Nembro, Paladina, Palazzago, Parzanica, Pedrengo, Pianico, Ponteranica, Pontida, Pradalunga, Predore, Presezzo, Ranica, Riva di Solto, Rogno, Sarnico, Scanzorosciate, Seriate, Solto Collina, Sorisole, Sotto il Monte Giovanni XXIII, Sovere, Tavernola Bergamasca, Telgate, Torre Boldone, Trescore Balneario, Viadanica, Vigolo, Villa di Serio, Villongo, Zandobbio"
Vino 'Bergamasca' Rosso Moscato Amabile,vino 'Rosso Moscato Amabile',IGT vino 'Bergamasca',Vitigno 'Moscato Di Scanzo': 100%,,,Vitigno 'Moscato Di Scanzo',Valle d'Aosta,Provincia di Agrigento,"Adda (river), Alzano Lombardo, Costa di Mezzate, Gorle, Grone"
Vino 'Velletri' Bianco,vino 'Bianco',DOC vino 'Velletri',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 20%, Vitigno 'Malvasia Bianca Di Candia', Vitigno 'Malvasia Del Lazio': massimo (<=) 70%, Vitigno 'Trebbiano Toscano', Vitigno 'Trebbiano Giallo': minimo (>=) 30%",30%,"20%, 70%","Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Malvasia Bianca Di Candia', Vitigno 'Malvasia Del Lazio', Vitigno 'Trebbiano Giallo', Vitigno 'Trebbiano Toscano'",Lazio,"Provincia di Latina, Provincia di Agrigento","Cisterna di Latina, Lariano, Velletri"
Vino 'Velletri' Rosso,vino 'Rosso',DOC vino 'Velletri',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 30%, Vitigno 'Cesanese Comune', Vitigno 'Cesanese D'Affile': minimo (>=) 10%, Vitigno 'Montepulciano': minimo (>=) 30% - massimo (<=) 50%, Vitigno 'Sangiovese': minimo (>=) 10% - massimo (<=) 45%","10%, 30%","30%, 45%, 50%","Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Cesanese Comune', Vitigno 'Cesanese D'Affile', Vitigno 'Montepulciano', Vitigno 'Sangiovese'",Lazio,"Provincia di Latina, Provincia di Agrigento","Cisterna di Latina, Lariano, Velletri"
Vino 'Velletri' Bianco Spumante,vino 'Bianco Spumante',DOC vino 'Velletri',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 20%, Vitigno 'Malvasia Bianca Di Candia', Vitigno 'Malvasia Del Lazio': massimo (<=) 70%, Vitigno 'Trebbiano Toscano', Vitigno 'Trebbiano Giallo': minimo (>=) 30%",30%,"20%, 70%","Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Malvasia Bianca Di Candia', Vitigno 'Malvasia Del Lazio', Vitigno 'Trebbiano Giallo', Vitigno 'Trebbiano Toscano'",Lazio,"Provincia di Latina, Provincia di Agrigento","Cisterna di Latina, Lariano, Velletri"
Vino 'Velletri' Rosso Riserva,vino 'Rosso Riserva',DOC vino 'Velletri',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 30%, Vitigno 'Cesanese Comune', Vitigno 'Cesanese D'Affile': minimo (>=) 10%, Vitigno 'Montepulciano': minimo (>=) 30% - massimo (<=) 50%, Vitigno 'Sangiovese': minimo (>=) 10% - massimo (<=) 45%","10%, 30%","30%, 45%, 50%","Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Cesanese Comune', Vitigno 'Cesanese D'Affile', Vitigno 'Montepulciano', Vitigno 'Sangiovese'",Lazio,"Provincia di Latina, Provincia di Agrigento","Cisterna di Latina, Lariano, Velletri"
Vino 'Velletri' Bianco Superiore,vino 'Bianco Superiore',DOC vino 'Velletri',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 20%, Vitigno 'Malvasia Bianca Di Candia', Vitigno 'Malvasia Del Lazio': massimo (<=) 70%, Vitigno 'Trebbiano Toscano', Vitigno 'Trebbiano Giallo': minimo (>=) 30%",30%,"20%, 70%","Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Malvasia Bianca Di Candia', Vitigno 'Malvasia Del Lazio', Vitigno 'Trebbiano Giallo', Vitigno 'Trebbiano Toscano'",Lazio,"Provincia di Latina, Provincia di Agrigento","Cisterna di Latina, Lariano, Velletri"
"Vino 'Veneto orientale' Novello, varietà un vitigno a bacca nera tra: Cabernet franc, Cabernet Sauvignon, Franconia, Malbech, Marzemino, Merlot, Pinot nero (anche vinificato in bianco), Raboso, Refosco dal peduncolo rosso, Ancellotta, Carmenere, Syrah, Merzemina bianca, Rebo, Petit Verdot'","vino 'Novello ', vino 'Novello'",IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Ancellotta', Vitigno 'Carmenere', Vitigno 'Syrah', Vitigno 'Merzemina Bianca', Vitigno 'Rebo', Vitigno 'Petit Verdot': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Ancellotta', Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Carmenere', Vitigno 'CarmèNere', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Merzemina Bianca', Vitigno 'Petit Verdot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Rebo', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Syrah'",Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Bianco Frizzante, varietà un vitigno a bacca bianca tra: Chardonnay, Incrocio Manzoni 6.0.13, Malvasia, Muller Thurgau, Pinot bianco, Pinot grigio, Riesling renano, Riesling italico, Sauvignon, Tai, Traminer aromatico, Verduzzo, Manzoni rosa, Manzoni moscato'",vino 'Bianco Frizzante',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Muller Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Renano', Vitigno 'Riesling Italico', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano', Vitigno 'Manzoni Rosa', Vitigno 'Manzoni Moscato': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Manzoni Moscato', Vitigno 'Manzoni Rosa', Vitigno 'Muller Thurgau', Vitigno 'MüLler Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Italico', Vitigno 'Riesling Renano', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano'",Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Rosso, varietà due vitigni a bacca nera tra: Cabernet franc, Cabernet Sauvignon, Franconia, Malbech, Marzemino, Merlot, Pinot nero (anche vinificato in bianco), Raboso, Refosco dal peduncolo rosso, Ancellotta, Carmenere, Syrah, Merzemina bianca, Rebo, Petit Verdot'",vino 'Rosso',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Ancellotta', Vitigno 'Carmenere', Vitigno 'Syrah', Vitigno 'Merzemina Bianca', Vitigno 'Rebo', Vitigno 'Petit Verdot': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Ancellotta', Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Carmenere', Vitigno 'CarmèNere', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Merzemina Bianca', Vitigno 'Petit Verdot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Rebo', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Syrah'",Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto orientale' Rosso Frizzante,vino 'Rosso Frizzante',IGT vino 'Veneto orientale',Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per Le Province': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per Le Province',Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto orientale' Rosato Frizzante,vino 'Rosato Frizzante',IGT vino 'Veneto orientale',Vitigno 'Uno O Più Vitigni A Bacca Bianca E Rossa Ammessi E Classificati Per Le Province': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Bianca E Rossa Ammessi E Classificati Per Le Province',Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto orientale' Rosso,vino 'Rosso',IGT vino 'Veneto orientale',Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per Le Province': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per Le Province',Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Bianco Frizzante, varietà due vitigni a bacca bianca tra: Chardonnay, Incrocio Manzoni 6.0.13, Malvasia, Muller Thurgau, Pinot bianco, Pinot grigio, Riesling renano, Riesling italico, Sauvignon, Tai, Traminer aromatico, Verduzzo, Manzoni rosa, Manzoni moscato'",vino 'Bianco Frizzante',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Muller Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Renano', Vitigno 'Riesling Italico', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano', Vitigno 'Manzoni Rosa', Vitigno 'Manzoni Moscato': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Manzoni Moscato', Vitigno 'Manzoni Rosa', Vitigno 'Muller Thurgau', Vitigno 'MüLler Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Italico', Vitigno 'Riesling Renano', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano'",Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Rosso Frizzante, varietà un vitigno a bacca nera tra: Cabernet franc, Cabernet Sauvignon, Franconia, Malbech, Marzemino, Merlot, Pinot nero (anche vinificato in bianco), Raboso, Refosco dal peduncolo rosso, Ancellotta, Carmenere, Syrah, Merzemina bianca, Rebo, Petit Verdot'",vino 'Rosso Frizzante',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Ancellotta', Vitigno 'Carmenere', Vitigno 'Syrah', Vitigno 'Merzemina Bianca', Vitigno 'Rebo', Vitigno 'Petit Verdot': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Ancellotta', Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Carmenere', Vitigno 'CarmèNere', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Merzemina Bianca', Vitigno 'Petit Verdot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Rebo', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Syrah'",Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto orientale' Bianco Frizzante,vino 'Bianco Frizzante',IGT vino 'Veneto orientale',Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per Le Province': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per Le Province',Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Rosso, varietà un vitigno a bacca nera tra: Cabernet franc, Cabernet Sauvignon, Franconia, Malbech, Marzemino, Merlot, Pinot nero (anche vinificato in bianco), Raboso, Refosco dal peduncolo rosso, Ancellotta, Carmenere, Syrah, Merzemina bianca, Rebo, Petit Verdot'",vino 'Rosso',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Ancellotta', Vitigno 'Carmenere', Vitigno 'Syrah', Vitigno 'Merzemina Bianca', Vitigno 'Rebo', Vitigno 'Petit Verdot': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Ancellotta', Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Carmenere', Vitigno 'CarmèNere', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Merzemina Bianca', Vitigno 'Petit Verdot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Rebo', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Syrah'",Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Bianco, varietà due vitigni a bacca bianca tra: Chardonnay, Incrocio Manzoni 6.0.13, Malvasia, Muller Thurgau, Pinot bianco, Pinot grigio, Riesling renano, Riesling italico, Sauvignon, Tai, Traminer aromatico, Verduzzo, Manzoni rosa, Manzoni moscato'",vino 'Bianco',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Muller Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Renano', Vitigno 'Riesling Italico', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano', Vitigno 'Manzoni Rosa', Vitigno 'Manzoni Moscato': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Manzoni Moscato', Vitigno 'Manzoni Rosa', Vitigno 'Muller Thurgau', Vitigno 'MüLler Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Italico', Vitigno 'Riesling Renano', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano'",Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Bianco, varietà un vitigno a bacca bianca tra: Chardonnay, Incrocio Manzoni 6.0.13, Malvasia, Muller Thurgau, Pinot bianco, Pinot grigio, Riesling renano, Riesling italico, Sauvignon, Tai, Traminer aromatico, Verduzzo, Manzoni rosa, Manzoni moscato'",vino 'Bianco',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Muller Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Renano', Vitigno 'Riesling Italico', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano', Vitigno 'Manzoni Rosa', Vitigno 'Manzoni Moscato': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Chardonnay', Vitigno 'Incrocio Manzoni 6.0.13', Vitigno 'Malvasia Istriana', Vitigno 'Manzoni Moscato', Vitigno 'Manzoni Rosa', Vitigno 'Muller Thurgau', Vitigno 'MüLler Thurgau', Vitigno 'Pinot Bianco', Vitigno 'Pinot Grigio', Vitigno 'Riesling Italico', Vitigno 'Riesling Renano', Vitigno 'Sauvignon', Vitigno 'Tocai Friulano', Vitigno 'Traminer Aromatico', Vitigno 'Verduzzo Friulano', Vitigno 'Verduzzo Trevigiano'",Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto orientale' Rosato,vino 'Rosato',IGT vino 'Veneto orientale',Vitigno 'Uno O Più Vitigni A Bacca Bianca E Rossa Ammessi E Classificati Per Le Province': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Bianca E Rossa Ammessi E Classificati Per Le Province',Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto orientale' Novello,"vino 'Novello ', vino 'Novello'",IGT vino 'Veneto orientale',Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per Le Province': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per Le Province',Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Novello, varietà due vitigni a bacca nera tra: Cabernet franc, Cabernet Sauvignon, Franconia, Malbech, Marzemino, Merlot, Pinot nero (anche vinificato in bianco), Raboso, Refosco dal peduncolo rosso, Ancellotta, Carmenere, Syrah, Merzemina bianca, Rebo, Petit Verdot'","vino 'Novello ', vino 'Novello'",IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Ancellotta', Vitigno 'Carmenere', Vitigno 'Syrah', Vitigno 'Merzemina Bianca', Vitigno 'Rebo', Vitigno 'Petit Verdot': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Ancellotta', Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Carmenere', Vitigno 'CarmèNere', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Merzemina Bianca', Vitigno 'Petit Verdot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Rebo', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Syrah'",Veneto,"Provincia di Treviso, Provincia di Venice",
"Vino 'Veneto orientale' Rosso Frizzante, varietà due vitigni a bacca nera tra: Cabernet franc, Cabernet Sauvignon, Franconia, Malbech, Marzemino, Merlot, Pinot nero (anche vinificato in bianco), Raboso, Refosco dal peduncolo rosso, Ancellotta, Carmenere, Syrah, Merzemina bianca, Rebo, Petit Verdot'",vino 'Rosso Frizzante',IGT vino 'Veneto orientale',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Ancellotta', Vitigno 'Carmenere', Vitigno 'Syrah', Vitigno 'Merzemina Bianca', Vitigno 'Rebo', Vitigno 'Petit Verdot': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Ancellotta', Vitigno 'Cabernet Franc', Vitigno 'Cabernet Sauvignon', Vitigno 'Carmenere', Vitigno 'CarmèNere', Vitigno 'Franconia', Vitigno 'Malbech', Vitigno 'Marzemino', Vitigno 'Merlot', Vitigno 'Merzemina Bianca', Vitigno 'Petit Verdot', Vitigno 'Pinot Nero (Anche Vinificato In Bianco)', Vitigno 'Raboso Piave', Vitigno 'Raboso Veronese', Vitigno 'Rebo', Vitigno 'Refosco Dal Peduncolo Rosso', Vitigno 'Syrah'",Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto orientale' Bianco,vino 'Bianco',IGT vino 'Veneto orientale',Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per Le Province': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Bianca Ammessi E Classificati Per Le Province',Veneto,"Provincia di Treviso, Provincia di Venice",
Vino 'Veneto' Rosato,vino 'Rosato',IGT vino 'Veneto',Vitigno 'Uno O Più Vitigni A Bacca Bianca E Rossa Ammessi E Classificati Per La Provincia': 100%,,,Vitigno 'Uno O Più Vitigni A Bacca Bianca E Rossa Ammessi E Classificati Per La Provincia',Valle d'Aosta,Provincia di Agrigento,Duchy of Milan
